home_team,away_team,home_goals,away_goals,date,league_slug
Bayern Munich,Chelsea,1,1,2012-05-19,statsbomb-champions-league
Barcelona,Manchester United,3,1,2011-05-28,statsbomb-champions-league
Bayern Munich,Inter Milan,0,2,2010-05-22,statsbomb-champions-league
Barcelona,Manchester United,2,0,2009-05-27,statsbomb-champions-league
AC Milan,Liverpool,2,1,2007-05-23,statsbomb-champions-league
AC Milan,Liverpool,3,3,2005-05-25,statsbomb-champions-league
AS Monaco,FC Porto,0,3,2004-05-26,statsbomb-champions-league
Fiorentina,Manchester United,2,0,1999-11-23,statsbomb-champions-league
Ajax,Juventus,1,0,1973-05-30,statsbomb-champions-league
Ajax,Inter Milan,2,0,1972-05-31,statsbomb-champions-league
Ajax,Panathinaikos,2,0,1971-06-02,statsbomb-champions-league
Argentina,Colombia,1,0,2024-07-15,statsbomb-copa-america
Canada,Uruguay,2,2,2024-07-14,statsbomb-copa-america
Uruguay,Colombia,0,1,2024-07-11,statsbomb-copa-america
Argentina,Canada,2,0,2024-07-10,statsbomb-copa-america
Colombia,Panama,5,0,2024-07-07,statsbomb-copa-america
Uruguay,Brazil,0,0,2024-07-07,statsbomb-copa-america
Argentina,Peru,2,0,2024-06-30,statsbomb-copa-america
Uruguay,Panama,3,1,2024-06-24,statsbomb-copa-america
Venezuela,Canada,1,1,2024-07-06,statsbomb-copa-america
Argentina,Ecuador,1,1,2024-07-05,statsbomb-copa-america
Canada,Chile,0,0,2024-06-30,statsbomb-copa-america
Colombia,Costa Rica,3,0,2024-06-29,statsbomb-copa-america
Panama,United States,2,1,2024-06-28,statsbomb-copa-america
Costa Rica,Paraguay,2,1,2024-07-03,statsbomb-copa-america
Brazil,Colombia,1,1,2024-07-03,statsbomb-copa-america
United States,Uruguay,0,1,2024-07-02,statsbomb-copa-america
Bolivia,Panama,1,3,2024-07-02,statsbomb-copa-america
Mexico,Ecuador,0,0,2024-07-01,statsbomb-copa-america
Jamaica,Venezuela,0,3,2024-07-01,statsbomb-copa-america
Paraguay,Brazil,1,4,2024-06-29,statsbomb-copa-america
Uruguay,Bolivia,5,0,2024-06-28,statsbomb-copa-america
Ecuador,Jamaica,3,1,2024-06-27,statsbomb-copa-america
Venezuela,Mexico,1,0,2024-06-27,statsbomb-copa-america
Peru,Canada,0,1,2024-06-26,statsbomb-copa-america
Chile,Argentina,0,1,2024-06-26,statsbomb-copa-america
Brazil,Costa Rica,0,0,2024-06-25,statsbomb-copa-america
Colombia,Paraguay,2,1,2024-06-25,statsbomb-copa-america
United States,Bolivia,2,0,2024-06-24,statsbomb-copa-america
Ecuador,Venezuela,1,2,2024-06-23,statsbomb-copa-america
Mexico,Jamaica,1,0,2024-06-23,statsbomb-copa-america
Peru,Chile,0,0,2024-06-22,statsbomb-copa-america
Argentina,Canada,2,0,2024-06-21,statsbomb-copa-america
Athletic Club,Barcelona,1,0,1984-05-05,statsbomb-copa-del-rey
Barcelona,Real Madrid,2,1,1983-06-04,statsbomb-copa-del-rey
Barcelona,Las Palmas,3,1,1978-04-19,statsbomb-copa-del-rey
Aston Villa,Arsenal WFC,0,4,2021-02-28,statsbomb-fa-women's-super-league
Arsenal WFC,West Ham United LFC,2,0,2021-04-28,statsbomb-fa-women's-super-league
Aston Villa,Tottenham Hotspur Women,1,0,2021-02-06,statsbomb-fa-women's-super-league
Brighton & Hove Albion WFC,Everton LFC,0,5,2021-03-28,statsbomb-fa-women's-super-league
Chelsea FCW,Aston Villa,2,0,2021-03-28,statsbomb-fa-women's-super-league
Reading WFC,Brighton & Hove Albion WFC,3,2,2021-05-02,statsbomb-fa-women's-super-league
Aston Villa,West Ham United LFC,0,0,2021-05-02,statsbomb-fa-women's-super-league
Manchester United,Tottenham Hotspur Women,4,1,2021-04-25,statsbomb-fa-women's-super-league
Birmingham City WFC,West Ham United LFC,1,2,2020-11-08,statsbomb-fa-women's-super-league
Arsenal WFC,Birmingham City WFC,3,0,2020-12-06,statsbomb-fa-women's-super-league
Reading WFC,Birmingham City WFC,0,1,2020-10-11,statsbomb-fa-women's-super-league
Aston Villa,Birmingham City WFC,0,1,2020-11-14,statsbomb-fa-women's-super-league
Bristol City WFC,Birmingham City WFC,0,4,2020-10-18,statsbomb-fa-women's-super-league
Birmingham City WFC,Everton LFC,0,4,2021-03-11,statsbomb-fa-women's-super-league
Birmingham City WFC,Bristol City WFC,1,1,2021-03-28,statsbomb-fa-women's-super-league
West Ham United LFC,Birmingham City WFC,2,2,2021-03-17,statsbomb-fa-women's-super-league
Birmingham City WFC,Manchester United,2,5,2020-09-13,statsbomb-fa-women's-super-league
Manchester United,Birmingham City WFC,2,0,2021-01-24,statsbomb-fa-women's-super-league
Arsenal WFC,Aston Villa,0,0,2021-05-09,statsbomb-fa-women's-super-league
Manchester United,Manchester City WFC,2,2,2020-11-14,statsbomb-fa-women's-super-league
Bristol City WFC,Everton LFC,0,4,2020-09-06,statsbomb-fa-women's-super-league
Arsenal WFC,Reading WFC,6,1,2020-09-06,statsbomb-fa-women's-super-league
Brighton & Hove Albion WFC,Bristol City WFC,3,1,2021-05-09,statsbomb-fa-women's-super-league
Chelsea FCW,Reading WFC,5,0,2021-05-09,statsbomb-fa-women's-super-league
West Ham United LFC,Reading WFC,0,1,2020-10-04,statsbomb-fa-women's-super-league
Everton LFC,West Ham United LFC,3,1,2020-10-11,statsbomb-fa-women's-super-league
Manchester United,Chelsea FCW,1,1,2020-09-06,statsbomb-fa-women's-super-league
Arsenal WFC,Everton LFC,4,0,2020-12-20,statsbomb-fa-women's-super-league
Reading WFC,Chelsea FCW,0,5,2021-01-10,statsbomb-fa-women's-super-league
Chelsea FCW,Manchester United,2,1,2021-01-17,statsbomb-fa-women's-super-league
Brighton & Hove Albion WFC,Tottenham Hotspur Women,2,0,2021-03-07,statsbomb-fa-women's-super-league
Bristol City WFC,Reading WFC,3,2,2021-03-08,statsbomb-fa-women's-super-league
Tottenham Hotspur Women,West Ham United LFC,1,1,2020-09-06,statsbomb-fa-women's-super-league
Manchester City WFC,Brighton & Hove Albion WFC,0,0,2020-09-13,statsbomb-fa-women's-super-league
Chelsea FCW,Bristol City WFC,9,0,2020-09-13,statsbomb-fa-women's-super-league
Everton LFC,Tottenham Hotspur Women,1,0,2020-09-13,statsbomb-fa-women's-super-league
Reading WFC,Aston Villa,3,1,2020-09-13,statsbomb-fa-women's-super-league
Brighton & Hove Albion WFC,Birmingham City WFC,2,0,2020-09-06,statsbomb-fa-women's-super-league
Aston Villa,Manchester City WFC,0,2,2020-09-05,statsbomb-fa-women's-super-league
Brighton & Hove Albion WFC,Arsenal WFC,0,5,2020-10-11,statsbomb-fa-women's-super-league
Manchester United,Arsenal WFC,1,0,2020-11-08,statsbomb-fa-women's-super-league
Aston Villa,Bristol City WFC,2,2,2021-04-24,statsbomb-fa-women's-super-league
Everton LFC,Chelsea FCW,0,3,2021-03-17,statsbomb-fa-women's-super-league
Manchester City WFC,Tottenham Hotspur Women,4,1,2020-10-04,statsbomb-fa-women's-super-league
Brighton & Hove Albion WFC,Aston Villa,0,2,2020-11-08,statsbomb-fa-women's-super-league
Aston Villa,Everton LFC,0,6,2020-10-03,statsbomb-fa-women's-super-league
Manchester United,Brighton & Hove Albion WFC,3,0,2020-10-04,statsbomb-fa-women's-super-league
West Ham United LFC,Manchester United,2,4,2020-10-18,statsbomb-fa-women's-super-league
Everton LFC,Brighton & Hove Albion WFC,2,2,2020-10-18,statsbomb-fa-women's-super-league
Reading WFC,Manchester United,1,2,2020-12-13,statsbomb-fa-women's-super-league
Tottenham Hotspur Women,Everton LFC,2,3,2021-02-28,statsbomb-fa-women's-super-league
Arsenal WFC,Brighton & Hove Albion WFC,2,0,2021-04-25,statsbomb-fa-women's-super-league
Manchester City WFC,Reading WFC,1,0,2021-03-27,statsbomb-fa-women's-super-league
Bristol City WFC,Arsenal WFC,0,4,2021-04-04,statsbomb-fa-women's-super-league
Chelsea FCW,Arsenal WFC,3,0,2021-02-10,statsbomb-fa-women's-super-league
Birmingham City WFC,Aston Villa,1,1,2021-04-28,statsbomb-fa-women's-super-league
Manchester United,Everton LFC,2,0,2021-05-09,statsbomb-fa-women's-super-league
Tottenham Hotspur Women,Chelsea FCW,0,2,2021-05-05,statsbomb-fa-women's-super-league
Birmingham City WFC,Tottenham Hotspur Women,0,1,2021-05-09,statsbomb-fa-women's-super-league
Birmingham City WFC,Chelsea FCW,0,1,2020-10-04,statsbomb-fa-women's-super-league
Everton LFC,Arsenal WFC,1,2,2021-05-02,statsbomb-fa-women's-super-league
Manchester United,Aston Villa,3,0,2021-03-07,statsbomb-fa-women's-super-league
Tottenham Hotspur Women,Brighton & Hove Albion WFC,3,1,2020-12-06,statsbomb-fa-women's-super-league
Arsenal WFC,Tottenham Hotspur Women,6,1,2020-10-18,statsbomb-fa-women's-super-league
Tottenham Hotspur Women,Reading WFC,1,1,2020-11-07,statsbomb-fa-women's-super-league
Brighton & Hove Albion WFC,Chelsea FCW,0,1,2020-12-13,statsbomb-fa-women's-super-league
West Ham United LFC,Chelsea FCW,0,2,2021-03-07,statsbomb-fa-women's-super-league
Everton LFC,Birmingham City WFC,1,1,2021-02-07,statsbomb-fa-women's-super-league
Aston Villa,Reading WFC,2,2,2021-01-23,statsbomb-fa-women's-super-league
Reading WFC,Arsenal WFC,1,1,2021-01-17,statsbomb-fa-women's-super-league
Reading WFC,Everton LFC,1,1,2021-02-14,statsbomb-fa-women's-super-league
Bristol City WFC,Manchester City WFC,0,3,2021-03-17,statsbomb-fa-women's-super-league
Manchester City WFC,Chelsea FCW,2,2,2021-04-21,statsbomb-fa-women's-super-league
Manchester City WFC,Birmingham City WFC,4,0,2021-05-02,statsbomb-fa-women's-super-league
West Ham United LFC,Manchester City WFC,0,1,2021-05-09,statsbomb-fa-women's-super-league
Arsenal WFC,Manchester United,2,0,2021-03-19,statsbomb-fa-women's-super-league
Chelsea FCW,Manchester City WFC,3,1,2020-10-11,statsbomb-fa-women's-super-league
Manchester United,West Ham United LFC,2,0,2021-03-27,statsbomb-fa-women's-super-league
Birmingham City WFC,Reading WFC,1,1,2021-04-25,statsbomb-fa-women's-super-league
Arsenal WFC,Chelsea FCW,1,1,2020-11-15,statsbomb-fa-women's-super-league
Tottenham Hotspur Women,Manchester United,0,1,2020-10-10,statsbomb-fa-women's-super-league
Bristol City WFC,Aston Villa,0,4,2020-12-09,statsbomb-fa-women's-super-league
Bristol City WFC,Tottenham Hotspur Women,2,2,2020-11-14,statsbomb-fa-women's-super-league
Reading WFC,Bristol City WFC,1,1,2020-12-06,statsbomb-fa-women's-super-league
Tottenham Hotspur Women,Aston Villa,3,1,2020-12-13,statsbomb-fa-women's-super-league
Manchester United,Bristol City WFC,6,1,2020-12-20,statsbomb-fa-women's-super-league
Bristol City WFC,West Ham United LFC,0,4,2020-12-13,statsbomb-fa-women's-super-league
Everton LFC,Manchester City WFC,0,3,2020-12-06,statsbomb-fa-women's-super-league
Brighton & Hove Albion WFC,Manchester City WFC,1,7,2021-01-24,statsbomb-fa-women's-super-league
Brighton & Hove Albion WFC,Reading WFC,1,3,2020-12-20,statsbomb-fa-women's-super-league
Arsenal WFC,Manchester City WFC,1,2,2021-02-07,statsbomb-fa-women's-super-league
Chelsea FCW,Tottenham Hotspur Women,4,0,2021-01-31,statsbomb-fa-women's-super-league
Manchester City WFC,Aston Villa,7,0,2021-01-17,statsbomb-fa-women's-super-league
Bristol City WFC,Chelsea FCW,0,5,2021-02-14,statsbomb-fa-women's-super-league
Brighton & Hove Albion WFC,West Ham United LFC,1,0,2021-02-10,statsbomb-fa-women's-super-league
Manchester City WFC,Bristol City WFC,8,1,2020-11-07,statsbomb-fa-women's-super-league
Tottenham Hotspur Women,Arsenal WFC,0,3,2021-03-27,statsbomb-fa-women's-super-league
Reading WFC,Tottenham Hotspur Women,0,0,2021-03-14,statsbomb-fa-women's-super-league
Bristol City WFC,Manchester United,0,1,2021-05-02,statsbomb-fa-women's-super-league
Birmingham City WFC,Arsenal WFC,0,4,2021-03-07,statsbomb-fa-women's-super-league
Manchester City WFC,West Ham United LFC,4,0,2021-01-31,statsbomb-fa-women's-super-league
West Ham United LFC,Everton LFC,0,0,2021-04-25,statsbomb-fa-women's-super-league
Chelsea FCW,West Ham United LFC,3,2,2020-12-06,statsbomb-fa-women's-super-league
Birmingham City WFC,Brighton & Hove Albion WFC,0,0,2021-01-17,statsbomb-fa-women's-super-league
Reading WFC,Manchester City WFC,1,1,2020-10-18,statsbomb-fa-women's-super-league
Arsenal WFC,Bristol City WFC,3,1,2020-10-04,statsbomb-fa-women's-super-league
Reading WFC,West Ham United LFC,0,5,2021-04-03,statsbomb-fa-women's-super-league
Chelsea FCW,Everton LFC,4,0,2020-11-08,statsbomb-fa-women's-super-league
