home_team,away_team,home_goals,away_goals,date,league_slug
Luxembourg,Russia,0,4,2004-10-09,international-fifa-world-cup-qualification
North Macedonia,Netherlands,2,2,2004-10-09,international-fifa-world-cup-qualification
Malawi,Tunisia,2,2,2004-10-09,international-fifa-world-cup-qualification
Malta,Iceland,0,0,2004-10-09,international-fifa-world-cup-qualification
Panama,Jamaica,1,1,2004-10-09,international-fifa-world-cup-qualification
Rwanda,Algeria,1,1,2004-10-09,international-fifa-world-cup-qualification
Scotland,Norway,0,1,2004-10-09,international-fifa-world-cup-qualification
Slovakia,Latvia,4,1,2004-10-09,international-fifa-world-cup-qualification
Slovenia,Italy,1,0,2004-10-09,international-fifa-world-cup-qualification
Solomon Islands,Australia,1,5,2004-10-09,international-oceania-nations-cup
Spain,Belgium,2,0,2004-10-09,international-fifa-world-cup-qualification
Sri Lanka,Turkmenistan,2,2,2004-10-09,international-fifa-world-cup-qualification
Sudan,Cameroon,1,1,2004-10-09,international-fifa-world-cup-qualification
Sweden,Hungary,3,0,2004-10-09,international-fifa-world-cup-qualification
Turkey,Kazakhstan,4,0,2004-10-09,international-fifa-world-cup-qualification
Ukraine,Greece,1,1,2004-10-09,international-fifa-world-cup-qualification
Venezuela,Brazil,2,5,2004-10-09,international-fifa-world-cup-qualification
Angola,Zimbabwe,1,0,2004-10-10,international-fifa-world-cup-qualification
Benin,Ivory Coast,0,1,2004-10-10,international-fifa-world-cup-qualification
Congo,Zambia,2,3,2004-10-10,international-fifa-world-cup-qualification
Ecuador,Chile,2,0,2004-10-10,international-fifa-world-cup-qualification
Ghana,DR Congo,0,0,2004-10-10,international-fifa-world-cup-qualification
Guinea,Morocco,1,1,2004-10-10,international-fifa-world-cup-qualification
Liberia,Senegal,0,3,2004-10-10,international-fifa-world-cup-qualification
Togo,Mali,1,0,2004-10-10,international-fifa-world-cup-qualification
Trinidad and Tobago,Saint Kitts and Nevis,5,1,2004-10-10,international-fifa-world-cup-qualification
Uganda,South Africa,0,1,2004-10-10,international-fifa-world-cup-qualification
Saint Vincent and the Grenadines,Mexico,0,1,2004-10-10,international-fifa-world-cup-qualification
Australia,Solomon Islands,6,0,2004-10-12,international-oceania-nations-cup
Bolivia,Uruguay,0,0,2004-10-12,international-fifa-world-cup-qualification
Indonesia,Saudi Arabia,1,3,2004-10-12,international-fifa-world-cup-qualification
Andorra,North Macedonia,1,0,2004-10-13,international-fifa-world-cup-qualification
Armenia,Czech Republic,0,3,2004-10-13,international-fifa-world-cup-qualification
Azerbaijan,England,0,1,2004-10-13,international-fifa-world-cup-qualification
Brazil,Colombia,0,0,2004-10-13,international-fifa-world-cup-qualification
Bulgaria,Malta,4,1,2004-10-13,international-fifa-world-cup-qualification
Canada,Costa Rica,1,3,2004-10-13,international-fifa-world-cup-qualification
Chile,Argentina,0,0,2004-10-13,international-fifa-world-cup-qualification
Cyprus,France,0,2,2004-10-13,international-fifa-world-cup-qualification
Denmark,Turkey,1,1,2004-10-13,international-fifa-world-cup-qualification
Guatemala,Honduras,1,0,2004-10-13,international-fifa-world-cup-qualification
Hong Kong,Malaysia,2,0,2004-10-13,international-fifa-world-cup-qualification
Iceland,Sweden,1,4,2004-10-13,international-fifa-world-cup-qualification
Iraq,Uzbekistan,1,2,2004-10-13,international-fifa-world-cup-qualification
Republic of Ireland,Faroe Islands,2,0,2004-10-13,international-fifa-world-cup-qualification
Italy,Belarus,4,3,2004-10-13,international-fifa-world-cup-qualification
Jamaica,El Salvador,0,0,2004-10-13,international-fifa-world-cup-qualification
Kazakhstan,Albania,0,1,2004-10-13,international-fifa-world-cup-qualification
North Korea,Yemen,2,1,2004-10-13,international-fifa-world-cup-qualification
Kuwait,China PR,1,0,2004-10-13,international-fifa-world-cup-qualification
Laos,Jordan,2,3,2004-10-13,international-fifa-world-cup-qualification
Latvia,Estonia,2,2,2004-10-13,international-fifa-world-cup-qualification
Lebanon,South Korea,1,1,2004-10-13,international-fifa-world-cup-qualification
Lithuania,Spain,0,0,2004-10-13,international-fifa-world-cup-qualification
Luxembourg,Liechtenstein,0,4,2004-10-13,international-fifa-world-cup-qualification
Maldives,Vietnam,3,0,2004-10-13,international-fifa-world-cup-qualification
Mexico,Trinidad and Tobago,3,0,2004-10-13,international-fifa-world-cup-qualification
Moldova,Scotland,1,1,2004-10-13,international-fifa-world-cup-qualification
Netherlands,Finland,3,1,2004-10-13,international-fifa-world-cup-qualification
Northern Ireland,Austria,3,3,2004-10-13,international-fifa-world-cup-qualification
Norway,Slovenia,3,0,2004-10-13,international-fifa-world-cup-qualification
Oman,Japan,0,1,2004-10-13,international-fifa-world-cup-qualification
Paraguay,Peru,1,1,2004-10-13,international-fifa-world-cup-qualification
Portugal,Russia,7,1,2004-10-13,international-fifa-world-cup-qualification
Qatar,Iran,2,3,2004-10-13,international-fifa-world-cup-qualification
Serbia,San Marino,5,0,2004-10-13,international-fifa-world-cup-qualification
Singapore,India,2,0,2004-10-13,international-fifa-world-cup-qualification
Saint Kitts and Nevis,Saint Vincent and the Grenadines,0,3,2004-10-13,international-fifa-world-cup-qualification
Syria,Bahrain,2,2,2004-10-13,international-fifa-world-cup-qualification
Tajikistan,Kyrgyzstan,2,1,2004-10-13,international-fifa-world-cup-qualification
Thailand,United Arab Emirates,3,0,2004-10-13,international-fifa-world-cup-qualification
Ukraine,Georgia,2,0,2004-10-13,international-fifa-world-cup-qualification
United States,Panama,6,0,2004-10-13,international-fifa-world-cup-qualification
Wales,Poland,2,3,2004-10-13,international-fifa-world-cup-qualification
Venezuela,Ecuador,3,1,2004-10-14,international-fifa-world-cup-qualification
Taiwan,Palestine,0,1,2004-10-14,international-fifa-world-cup-qualification
Jersey,Kernow,1,4,2004-10-16,international-friendly
Saint Lucia,Grenada,3,1,2004-10-17,international-friendly
Suriname,French Guiana,1,2,2004-10-19,international-friendly
Ecuador,Jordan,0,3,2004-10-20,international-friendly
Libya,Jordan,1,0,2004-10-22,international-friendly
Nigeria,Ecuador,2,2,2004-10-22,international-friendly
Zimbabwe,Zambia,0,0,2004-10-24,international-cosafa-cup
Mexico,Ecuador,2,1,2004-10-27,international-friendly
Saint Kitts and Nevis,Montserrat,6,1,2004-10-31,international-cfu-caribbean-cup-qualification
Yemen,Zambia,2,2,2004-11-01,international-friendly
Montserrat,Antigua and Barbuda,4,5,2004-11-02,international-cfu-caribbean-cup-qualification
Saint Kitts and Nevis,Saint Lucia,1,1,2004-11-02,international-cfu-caribbean-cup-qualification
Saint Kitts and Nevis,Antigua and Barbuda,2,0,2004-11-04,international-cfu-caribbean-cup-qualification
Kuwait,India,2,3,2004-11-05,international-friendly
Antigua and Barbuda,Saint Lucia,1,2,2004-11-06,international-cfu-caribbean-cup-qualification
Guadeloupe,French Guiana,0,1,2004-11-10,international-cfu-caribbean-cup-qualification
Kuwait,Kyrgyzstan,3,0,2004-11-10,international-friendly
Martinique,Dominica,5,1,2004-11-10,international-cfu-caribbean-cup-qualification
Mexico,Guatemala,2,0,2004-11-10,international-friendly
United Arab Emirates,Jordan,4,0,2004-11-11,international-friendly
Guadeloupe,Dominica,7,0,2004-11-12,international-cfu-caribbean-cup-qualification
Martinique,French Guiana,0,0,2004-11-12,international-cfu-caribbean-cup-qualification
Guatemala,Bolivia,1,0,2004-11-13,international-friendly
Saint Kitts and Nevis,Mexico,0,5,2004-11-13,international-fifa-world-cup-qualification
Dominica,French Guiana,0,4,2004-11-14,international-cfu-caribbean-cup-qualification
Martinique,Guadeloupe,0,0,2004-11-14,international-cfu-caribbean-cup-qualification
Australia,Norway,2,2,2004-11-16,international-friendly
Iraq,Palestine,4,1,2004-11-16,international-fifa-world-cup-qualification
Republic of Ireland,Croatia,1,0,2004-11-16,international-friendly
Algeria,Senegal,1,2,2004-11-17,international-friendly
Andorra,Netherlands,0,3,2004-11-17,international-fifa-world-cup-qualification
Argentina,Venezuela,3,2,2004-11-17,international-fifa-world-cup-qualification
Armenia,Romania,1,1,2004-11-17,international-fifa-world-cup-qualification
Azerbaijan,Bulgaria,0,0,2004-11-17,international-friendly
Bahrain,Tajikistan,4,0,2004-11-17,international-fifa-world-cup-qualification
Belgium,Serbia,0,2,2004-11-17,international-fifa-world-cup-qualification
China PR,Hong Kong,7,0,2004-11-17,international-fifa-world-cup-qualification
Colombia,Bolivia,1,0,2004-11-17,international-fifa-world-cup-qualification
Cyprus,Israel,1,2,2004-11-17,international-fifa-world-cup-qualification
Ecuador,Brazil,1,0,2004-11-17,international-fifa-world-cup-qualification
France,Poland,0,0,2004-11-17,international-friendly
Georgia,Denmark,2,2,2004-11-17,international-fifa-world-cup-qualification
Germany,Cameroon,3,0,2004-11-17,international-friendly
Greece,Kazakhstan,3,1,2004-11-17,international-fifa-world-cup-qualification
Guatemala,Canada,0,1,2004-11-17,international-fifa-world-cup-qualification
Honduras,Costa Rica,0,0,2004-11-17,international-fifa-world-cup-qualification
Indonesia,Turkmenistan,3,1,2004-11-17,international-fifa-world-cup-qualification
Iran,Laos,7,0,2004-11-17,international-fifa-world-cup-qualification
Italy,Finland,1,0,2004-11-17,international-friendly
Japan,Singapore,1,0,2004-11-17,international-fifa-world-cup-qualification
Kenya,Guinea,2,1,2004-11-17,international-fifa-world-cup-qualification
South Korea,Maldives,2,0,2004-11-17,international-fifa-world-cup-qualification
Kuwait,Malaysia,6,1,2004-11-17,international-fifa-world-cup-qualification
Lebanon,Vietnam,0,0,2004-11-17,international-fifa-world-cup-qualification
Liechtenstein,Latvia,1,3,2004-11-17,international-fifa-world-cup-qualification
Luxembourg,Portugal,0,5,2004-11-17,international-fifa-world-cup-qualification
North Macedonia,Czech Republic,0,2,2004-11-17,international-fifa-world-cup-qualification
Malta,Hungary,0,2,2004-11-17,international-fifa-world-cup-qualification
Mexico,Saint Kitts and Nevis,8,0,2004-11-17,international-fifa-world-cup-qualification
Morocco,Burkina Faso,4,0,2004-11-17,international-friendly
Oman,India,0,0,2004-11-17,international-fifa-world-cup-qualification
Panama,El Salvador,3,0,2004-11-17,international-fifa-world-cup-qualification
Peru,Chile,2,1,2004-11-17,international-fifa-world-cup-qualification
Qatar,Jordan,2,0,2004-11-17,international-fifa-world-cup-qualification
Russia,Estonia,4,0,2004-11-17,international-fifa-world-cup-qualification
San Marino,Lithuania,0,1,2004-11-17,international-fifa-world-cup-qualification
Saudi Arabia,Sri Lanka,3,0,2004-11-17,international-fifa-world-cup-qualification
Scotland,Sweden,1,4,2004-11-17,international-friendly
Slovakia,Slovenia,0,0,2004-11-17,international-friendly
South Africa,Nigeria,2,1,2004-11-17,international-friendly
Spain,England,1,0,2004-11-17,international-friendly
Syria,Kyrgyzstan,0,1,2004-11-17,international-fifa-world-cup-qualification
Thailand,Yemen,1,1,2004-11-17,international-fifa-world-cup-qualification
Turkey,Ukraine,0,3,2004-11-17,international-fifa-world-cup-qualification
United Arab Emirates,North Korea,1,0,2004-11-17,international-fifa-world-cup-qualification
Uruguay,Paraguay,1,0,2004-11-17,international-fifa-world-cup-qualification
United States,Jamaica,1,1,2004-11-17,international-fifa-world-cup-qualification
Uzbekistan,Taiwan,6,1,2004-11-17,international-fifa-world-cup-qualification
Trinidad and Tobago,Saint Vincent and the Grenadines,2,1,2004-11-17,international-fifa-world-cup-qualification
Zambia,Angola,0,0,2004-11-20,international-cosafa-cup
United Arab Emirates,Belarus,2,3,2004-11-22,international-friendly
Cayman Islands,Bermuda,1,2,2004-11-24,international-cfu-caribbean-cup-qualification
Grenada,Suriname,2,2,2004-11-24,international-cfu-caribbean-cup-qualification
Haiti,United States Virgin Islands,11,0,2004-11-24,international-cfu-caribbean-cup-qualification
Jamaica,Saint Martin,12,0,2004-11-24,international-cfu-caribbean-cup-qualification
Trinidad and Tobago,Puerto Rico,5,0,2004-11-24,international-cfu-caribbean-cup-qualification
British Virgin Islands,Cayman Islands,0,1,2004-11-26,international-cfu-caribbean-cup-qualification
Jamaica,United States Virgin Islands,11,1,2004-11-26,international-cfu-caribbean-cup-qualification
Puerto Rico,Suriname,1,1,2004-11-26,international-cfu-caribbean-cup-qualification
Saint Martin,Haiti,0,2,2004-11-26,international-cfu-caribbean-cup-qualification
Trinidad and Tobago,Grenada,2,0,2004-11-26,international-cfu-caribbean-cup-qualification
United Arab Emirates,Kuwait,0,1,2004-11-27,international-friendly
Bermuda,British Virgin Islands,0,2,2004-11-28,international-cfu-caribbean-cup-qualification
Grenada,Puerto Rico,5,2,2004-11-28,international-cfu-caribbean-cup-qualification
Jamaica,Haiti,3,1,2004-11-28,international-cfu-caribbean-cup-qualification
Singapore,Myanmar,1,0,2004-11-28,international-friendly
Trinidad and Tobago,Suriname,1,0,2004-11-28,international-cfu-caribbean-cup-qualification
United States Virgin Islands,Saint Martin,0,0,2004-11-28,international-cfu-caribbean-cup-qualification
Egypt,Bulgaria,1,1,2004-11-29,international-friendly
Hungary,Slovakia,0,1,2004-11-30,international-king's-cup
Singapore,Hong Kong,0,0,2004-11-30,international-friendly
Thailand,Estonia,0,0,2004-11-30,international-king's-cup
Bahrain,Finland,1,2,2004-12-01,international-prime-minister's-cup
Latvia,Oman,2,3,2004-12-01,international-prime-minister's-cup
Qatar,Lebanon,4,1,2004-12-01,international-friendly
Hong Kong,Myanmar,2,2,2004-12-02,international-friendly
Hungary,Estonia,5,0,2004-12-02,international-king's-cup
Thailand,Slovakia,1,1,2004-12-02,international-king's-cup
Bahrain,Latvia,2,2,2004-12-03,international-prime-minister's-cup
Finland,Oman,0,0,2004-12-03,international-prime-minister's-cup
Iraq,Yemen,3,1,2004-12-03,international-friendly
United Arab Emirates,Kuwait,1,1,2004-12-03,international-friendly
Qatar,Yemen,3,0,2004-12-05,international-friendly
Kuwait,Tajikistan,3,0,2004-12-06,international-friendly
Laos,Indonesia,0,6,2004-12-07,international-aff-championship
Vietnam,Singapore,1,1,2004-12-07,international-aff-championship
Malaysia,Timor-Leste,5,0,2004-12-08,international-aff-championship
Philippines,Myanmar,0,1,2004-12-08,international-aff-championship
Indonesia,Singapore,0,0,2004-12-09,international-aff-championship
Vietnam,Cambodia,9,1,2004-12-09,international-aff-championship
Iraq,Oman,1,3,2004-12-10,international-gulf-cup
Malaysia,Philippines,4,1,2004-12-10,international-aff-championship
Qatar,United Arab Emirates,2,2,2004-12-10,international-gulf-cup
Thailand,Myanmar,1,1,2004-12-10,international-aff-championship
Bahrain,Yemen,1,1,2004-12-11,international-gulf-cup
Ethiopia,Burundi,2,1,2004-12-11,international-cecafa-cup
Laos,Cambodia,2,1,2004-12-11,international-aff-championship
Rwanda,Zanzibar,4,2,2004-12-11,international-cecafa-cup
Saudi Arabia,Kuwait,1,2,2004-12-11,international-gulf-cup
Vietnam,Indonesia,0,3,2004-12-11,international-aff-championship
British Virgin Islands,Trinidad and Tobago,0,4,2004-12-12,international-cfu-caribbean-cup-qualification
Cuba,Martinique,2,0,2004-12-12,international-cfu-caribbean-cup-qualification
Timor-Leste,Thailand,0,8,2004-12-12,international-aff-championship
Haiti,Saint Kitts and Nevis,1,0,2004-12-12,international-cfu-caribbean-cup-qualification
Kenya,Sudan,2,2,2004-12-12,international-cecafa-cup
Malaysia,Myanmar,0,1,2004-12-12,international-aff-championship
Saint Lucia,Jamaica,1,1,2004-12-12,international-cfu-caribbean-cup-qualification
Uganda,Somalia,2,0,2004-12-12,international-cecafa-cup
Burundi,Rwanda,3,1,2004-12-13,international-cecafa-cup
Indonesia,Cambodia,8,0,2004-12-13,international-aff-championship
Oman,United Arab Emirates,2,1,2004-12-13,international-gulf-cup
Qatar,Iraq,3,3,2004-12-13,international-gulf-cup
Singapore,Laos,6,2,2004-12-13,international-aff-championship
Zanzibar,Tanzania,4,2,2004-12-13,international-cecafa-cup
Kuwait,Bahrain,1,1,2004-12-14,international-gulf-cup
Malaysia,Thailand,2,1,2004-12-14,international-aff-championship
Philippines,Timor-Leste,2,1,2004-12-14,international-aff-championship
Saudi Arabia,Yemen,2,0,2004-12-14,international-gulf-cup
Somalia,Kenya,0,1,2004-12-14,international-cecafa-cup
Sudan,Uganda,2,1,2004-12-14,international-cecafa-cup
Cambodia,Singapore,0,3,2004-12-15,international-aff-championship
Ethiopia,Rwanda,0,0,2004-12-15,international-cecafa-cup
Lesotho,Botswana,1,1,2004-12-15,international-friendly
Saint Kitts and Nevis,Haiti,0,2,2004-12-15,international-cfu-caribbean-cup-qualification
Tanzania,Burundi,0,2,2004-12-15,international-cecafa-cup
Vietnam,Laos,3,0,2004-12-15,international-aff-championship
Myanmar,Timor-Leste,3,1,2004-12-16,international-aff-championship
Iraq,United Arab Emirates,1,1,2004-12-16,international-gulf-cup
Japan,Germany,0,3,2004-12-16,international-friendly
Qatar,Oman,2,1,2004-12-16,international-gulf-cup
Thailand,Philippines,3,1,2004-12-16,international-aff-championship
Bahrain,Saudi Arabia,3,0,2004-12-17,international-gulf-cup
Burundi,Zanzibar,2,1,2004-12-17,international-cecafa-cup
Ethiopia,Tanzania,2,0,2004-12-17,international-cecafa-cup
Kuwait,Yemen,3,0,2004-12-17,international-gulf-cup
Iran,Panama,1,0,2004-12-18,international-friendly
Kenya,Uganda,1,1,2004-12-18,international-cecafa-cup
Maldives,Sri Lanka,0,0,2004-12-18,international-friendly
Sudan,Somalia,4,0,2004-12-18,international-cecafa-cup
Ethiopia,Zanzibar,3,0,2004-12-19,international-cecafa-cup
Jamaica,Saint Lucia,2,1,2004-12-19,international-cfu-caribbean-cup-qualification
South Korea,Germany,3,1,2004-12-19,international-friendly
Tanzania,Rwanda,1,5,2004-12-19,international-cecafa-cup
Trinidad and Tobago,British Virgin Islands,2,0,2004-12-19,international-cfu-caribbean-cup-qualification
Oman,Bahrain,3,2,2004-12-20,international-gulf-cup
Qatar,Kuwait,2,0,2004-12-20,international-gulf-cup
Martinique,Cuba,0,2,2004-12-21,international-cfu-caribbean-cup-qualification
Thailand,Germany,1,5,2004-12-21,international-friendly
Venezuela,Guatemala,0,1,2004-12-21,international-friendly
Ethiopia,Kenya,2,2,2004-12-22,international-cecafa-cup
Sudan,Burundi,1,2,2004-12-22,international-cecafa-cup
Bahrain,Kuwait,3,1,2004-12-23,international-gulf-cup
Qatar,Oman,1,1,2004-12-24,international-gulf-cup
Ethiopia,Burundi,3,0,2004-12-25,international-cecafa-cup
Kenya,Sudan,1,2,2004-12-25,international-cecafa-cup
Indonesia,Malaysia,1,2,2004-12-28,international-aff-championship
Myanmar,Singapore,3,4,2004-12-29,international-aff-championship
Basque Country,Honduras,2,0,2004-12-29,international-friendly
Catalonia,Argentina,0,3,2004-12-29,international-friendly
Andalusia,Malta,0,0,2004-12-29,international-friendly
Singapore,Myanmar,4,2,2005-01-02,international-aff-championship
Malaysia,Indonesia,1,4,2005-01-03,international-aff-championship
Egypt,Uganda,3,0,2005-01-08,international-friendly
Indonesia,Singapore,1,3,2005-01-08,international-aff-championship
Jamaica,French Guiana,5,0,2005-01-08,international-cfu-caribbean-cup-qualification
Haiti,Cuba,0,1,2005-01-09,international-cfu-caribbean-cup-qualification
Antigua and Barbuda,Trinidad and Tobago,2,1,2005-01-12,international-friendly
Costa Rica,Haiti,3,3,2005-01-12,international-friendly
Colombia,South Korea,2,1,2005-01-15,international-friendly
French Guiana,Jamaica,0,0,2005-01-15,international-cfu-caribbean-cup-qualification
Malaysia,Myanmar,2,1,2005-01-15,international-aff-championship
Cuba,Haiti,1,1,2005-01-16,international-cfu-caribbean-cup-qualification
Singapore,Indonesia,2,1,2005-01-16,international-aff-championship
Guatemala,Colombia,1,1,2005-01-17,international-friendly
Paraguay,South Korea,1,1,2005-01-19,international-friendly
Trinidad and Tobago,Azerbaijan,1,0,2005-01-21,international-friendly
Kuwait,Norway,1,1,2005-01-22,international-friendly
Sweden,South Korea,1,1,2005-01-22,international-friendly
Barbados,Grenada,3,0,2005-01-23,international-friendly
Guatemala,Paraguay,1,2,2005-01-23,international-friendly
Trinidad and Tobago,Azerbaijan,2,0,2005-01-23,international-friendly
Bahrain,Norway,0,1,2005-01-25,international-friendly
Saudi Arabia,Tajikistan,3,0,2005-01-25,international-friendly
Ecuador,Panama,2,0,2005-01-26,international-friendly
Kuwait,Syria,3,2,2005-01-26,international-friendly
Mexico,Sweden,0,0,2005-01-26,international-friendly
Jordan,Norway,0,0,2005-01-28,international-friendly
Ecuador,Panama,2,0,2005-01-29,international-friendly
Japan,Kazakhstan,4,0,2005-01-29,international-friendly
Saudi Arabia,Turkmenistan,1,0,2005-01-29,international-friendly
Trinidad and Tobago,Haiti,1,0,2005-02-01,international-friendly
Bahrain,Lebanon,2,1,2005-02-02,international-friendly
Hungary,Saudi Arabia,0,0,2005-02-02,international-friendly
Iran,Bosnia and Herzegovina,2,1,2005-02-02,international-friendly
Japan,Syria,3,0,2005-02-02,international-friendly
North Korea,Kuwait,0,0,2005-02-02,international-friendly
Trinidad and Tobago,Haiti,2,1,2005-02-03,international-friendly
South Korea,Egypt,0,1,2005-02-04,international-friendly
Barbados,Antigua and Barbuda,3,2,2005-02-06,international-friendly
Trinidad and Tobago,Haiti,0,1,2005-02-06,international-friendly
Cyprus,Austria,1,1,2005-02-08,international-cyprus-international-tournament
Ivory Coast,DR Congo,2,2,2005-02-08,international-friendly
Latvia,Finland,1,2,2005-02-08,international-cyprus-international-tournament
Albania,Ukraine,0,2,2005-02-09,international-fifa-world-cup-qualification
Algeria,Burkina Faso,3,0,2005-02-09,international-friendly
Austria,Latvia,1,1,2005-02-09,international-cyprus-international-tournament
Azerbaijan,Moldova,0,0,2005-02-09,international-friendly
Bahrain,Iran,0,0,2005-02-09,international-fifa-world-cup-qualification
Bulgaria,Serbia,0,0,2005-02-09,international-friendly
Cameroon,Senegal,1,0,2005-02-09,international-friendly
Chile,Ecuador,3,0,2005-02-09,international-friendly
Costa Rica,Mexico,1,2,2005-02-09,international-fifa-world-cup-qualification
Cyprus,Finland,1,2,2005-02-09,international-cyprus-international-tournament
Egypt,Belgium,4,0,2005-02-09,international-friendly
England,Netherlands,0,0,2005-02-09,international-friendly
France,Sweden,1,1,2005-02-09,international-friendly
Georgia,Lithuania,1,0,2005-02-09,international-friendly
Germany,Argentina,2,2,2005-02-09,international-friendly
Greece,Denmark,2,1,2005-02-09,international-fifa-world-cup-qualification
Guinea,Mali,2,2,2005-02-09,international-friendly
Hong Kong,Brazil,1,7,2005-02-09,international-lunar-new-year-cup
Republic of Ireland,Portugal,1,0,2005-02-09,international-friendly
Israel,Croatia,3,3,2005-02-09,international-friendly
Italy,Russia,2,0,2005-02-09,international-friendly
Japan,North Korea,2,1,2005-02-09,international-fifa-world-cup-qualification
South Korea,Kuwait,2,0,2005-02-09,international-fifa-world-cup-qualification
North Macedonia,Andorra,0,0,2005-02-09,international-fifa-world-cup-qualification
Malta,Norway,0,3,2005-02-09,international-friendly
Morocco,Kenya,5,1,2005-02-09,international-fifa-world-cup-qualification
Northern Ireland,Canada,0,1,2005-02-09,international-friendly
Panama,Guatemala,0,0,2005-02-09,international-fifa-world-cup-qualification
Poland,Belarus,1,3,2005-02-09,international-friendly
Romania,Slovakia,2,2,2005-02-09,international-friendly
Slovenia,Czech Republic,0,3,2005-02-09,international-friendly
South Africa,Australia,1,1,2005-02-09,international-friendly
Spain,San Marino,5,0,2005-02-09,international-fifa-world-cup-qualification
Trinidad and Tobago,United States,1,2,2005-02-09,international-fifa-world-cup-qualification
United Arab Emirates,Switzerland,1,2,2005-02-09,international-friendly
Uzbekistan,Saudi Arabia,1,1,2005-02-09,international-fifa-world-cup-qualification
Venezuela,Estonia,3,0,2005-02-09,international-friendly
Wales,Hungary,2,0,2005-02-09,international-friendly
Occitania,Monaco,0,0,2005-02-12,international-friendly
Barbados,Guyana,3,3,2005-02-13,international-friendly
Guatemala,Haiti,2,1,2005-02-13,international-friendly
Costa Rica,Ecuador,1,2,2005-02-16,international-friendly
El Salvador,Panama,0,1,2005-02-19,international-uncaf-cup
Guatemala,Belize,2,0,2005-02-19,international-uncaf-cup
Honduras,Nicaragua,5,1,2005-02-19,international-uncaf-cup
Barbados,Cuba,0,3,2005-02-20,international-cfu-caribbean-cup
Jamaica,Trinidad and Tobago,2,1,2005-02-20,international-cfu-caribbean-cup
Belize,Honduras,0,4,2005-02-21,international-uncaf-cup
Costa Rica,El Salvador,2,1,2005-02-21,international-uncaf-cup
Guatemala,Nicaragua,4,0,2005-02-21,international-uncaf-cup
Barbados,Jamaica,0,1,2005-02-22,international-cfu-caribbean-cup
Congo,Angola,0,2,2005-02-22,international-friendly
Trinidad and Tobago,Cuba,1,2,2005-02-22,international-cfu-caribbean-cup
Guatemala,Honduras,1,1,2005-02-23,international-uncaf-cup
Mexico,Colombia,1,1,2005-02-23,international-friendly
Nicaragua,Belize,1,0,2005-02-23,international-uncaf-cup
Panama,Costa Rica,0,1,2005-02-23,international-uncaf-cup
Barbados,Trinidad and Tobago,2,3,2005-02-24,international-cfu-caribbean-cup
Cuba,Jamaica,0,1,2005-02-24,international-cfu-caribbean-cup
Guatemala,Costa Rica,0,4,2005-02-25,international-uncaf-cup
Honduras,Panama,1,0,2005-02-25,international-uncaf-cup
Botswana,Zambia,0,0,2005-02-26,international-friendly
Mauritius,Madagascar,2,0,2005-02-26,international-cosafa-cup
Seychelles,South Africa,0,3,2005-02-26,international-cosafa-cup
Costa Rica,Honduras,1,1,2005-02-27,international-uncaf-cup
Guatemala,Panama,3,0,2005-02-27,international-uncaf-cup
Malawi,Zimbabwe,2,1,2005-02-27,international-friendly
Mauritius,South Africa,0,1,2005-02-27,international-cosafa-cup
Hong Kong,Mongolia,6,0,2005-03-05,international-eaff-championship
Guam,Hong Kong,0,15,2005-03-07,international-eaff-championship
North Korea,Mongolia,6,0,2005-03-07,international-eaff-championship
Mexico,Argentina,1,1,2005-03-09,international-friendly
Mongolia,Guam,4,1,2005-03-09,international-eaff-championship
United States,Colombia,3,0,2005-03-09,international-friendly
Guam,North Korea,0,21,2005-03-11,international-eaff-championship
Kenya,Rwanda,1,1,2005-03-12,international-friendly
Kuwait,Finland,0,1,2005-03-12,international-friendly
Sudan,Ethiopia,3,1,2005-03-12,international-friendly
Alderney,Guernsey,1,2,2005-03-12,international-muratti-vase
Hong Kong,North Korea,0,2,2005-03-13,international-eaff-championship
Saudi Arabia,Egypt,0,1,2005-03-14,international-friendly
Zimbabwe,Botswana,1,1,2005-03-16,international-friendly
Kuwait,Armenia,3,1,2005-03-18,international-friendly
Saudi Arabia,Finland,1,4,2005-03-18,international-friendly
Gabon,Congo,0,0,2005-03-19,international-friendly
Lesotho,Namibia,1,2,2005-03-19,international-friendly
United States,Honduras,1,0,2005-03-19,international-friendly
South Korea,Burkina Faso,1,0,2005-03-20,international-friendly
Kenya,Ghana,2,2,2005-03-23,international-friendly
Iran,Japan,2,1,2005-03-25,international-fifa-world-cup-qualification
North Korea,Bahrain,1,2,2005-03-25,international-fifa-world-cup-qualification
Kuwait,Uzbekistan,2,1,2005-03-25,international-fifa-world-cup-qualification
Saudi Arabia,South Korea,2,0,2005-03-25,international-fifa-world-cup-qualification
Armenia,Andorra,2,1,2005-03-26,international-fifa-world-cup-qualification
Australia,Iraq,2,1,2005-03-26,international-friendly
Belgium,Bosnia and Herzegovina,4,1,2005-03-26,international-fifa-world-cup-qualification
Bolivia,Argentina,1,2,2005-03-26,international-fifa-world-cup-qualification
Bulgaria,Sweden,0,3,2005-03-26,international-fifa-world-cup-qualification
Burkina Faso,Cape Verde,1,2,2005-03-26,international-fifa-world-cup-qualification
Chile,Uruguay,1,1,2005-03-26,international-fifa-world-cup-qualification
Costa Rica,Panama,2,1,2005-03-26,international-fifa-world-cup-qualification
Croatia,Iceland,4,0,2005-03-26,international-fifa-world-cup-qualification
Cyprus,Jordan,2,1,2005-03-26,international-friendly
